directive,input_text,output_text
pluralize,Baroness Glitterwind's enchanted leaf,Baroness Glitterwind's enchanted leaves
pluralize,Sir Pocketworth's brass penny,Sir Pocketworth's brass pennies
pluralize,Colonel Fizzlewick's wooden die,Colonel Fizzlewick's wooden dice
pluralize,Miss Thornberry's porcelain tooth,Miss Thornberry's porcelain teeth
pluralize,Duke Whimsworth's copper goose,Duke Whimsworth's copper geese
pluralize,Lady Sparklebottom's crystal foot,Lady Sparklebottom's crystal feet
pluralize,Master Tinkerton's mechanical wolf,Master Tinkerton's mechanical wolves
pluralize,Countess Brambleshire's silver box,Countess Brambleshire's silver boxes
pluralize,Old Man Fiddlesworth's lucky penny,Old Man Fiddlesworth's lucky pennies
pluralize,Grandfather Pockington's brass key,Grandfather Pockington's brass keys
pluralize,Aunt Primrose's china thimble,Aunt Primrose's china thimbles
pluralize,Admiral Quacksworth's rubber fish,Admiral Quacksworth's rubber fish
pluralize,Doctor Mumbleworth's spinning top,Doctor Mumbleworth's spinning tops
pluralize,Madame Flutterby's silk scarf,Madame Flutterby's silk scarves
pluralize,Professor Bumbleston's wooden half,Professor Bumbleston's wooden halves
pluralize,Sir Giggleswick's metal hoof,Sir Giggleswick's metal hooves
pluralize,Lady Twinkleton's glass berry,Lady Twinkleton's glass berries
pluralize,Baron von Clickington's brass shelf,Baron von Clickington's brass shelves
pluralize,Captain Wobbleworth's lucky die,Captain Wobbleworth's lucky dice
singularize,books on the table,book on the table
singularize,people in the room,person in the room
singularize,cups of shiny gray water with green flakes,cup of shiny gray water with green flakes
singularize,children of Sarah and Tim,child of Sarah and Tim
singularize,cities in the valley,city in the valley
singularize,stars in the sky,star in the sky
singularize,halves of the sandwich,half of the sandwich
singularize,players with the ball,player with the ball
singularize,cookies with chocolate chips,cookie with chocolate chips
singularize,flies in the room,fly in the room
singularize,boxes of colorful pencils,box of colorful pencils
singularize,teachers in the classroom,teacher in the classroom
singularize,ideas in his mind,idea in his mind
singularize,children on the playground,child on the playground
singularize,bottles of green juice,bottle of green juice
singularize,fish in the tanks,fish in the tank
singularize,movies on the screen,movie on the screen
singularize,students in the class,student in the class
singularize,pictures on the wall,picture on the wall
singularize,cups of hot chocolate,cup of hot chocolate
singularize,leaves on the ground,leaf on the ground
singularize,birds in the tree,bird in the tree
singularize,cars in the driveway,car in the driveway
singularize,letters in the mailbox,letter in the mailbox
singularize,houses on the street,house on the street
singularize,pens on the desk,pen on the desk
singularize,shirts in the drawer,shirt in the drawer
singularize,flowers in the vase,flower in the vase
singularize,cakes on the table,cake on the table
singularize,pencils in the case,pencil in the case
singularize,dogs on the bed,dog on the bed
singularize,balls on the ground,ball on the ground
singularize,coins in the jar,coin in the jar
singularize,maps on the wall,map on the wall
singularize,gloves in the drawer,glove in the drawer
singularize,trees in the park,tree in the park
singularize,lights in the room,light in the room
singularize,notebooks on the desk,notebook on the desk
singularize,phones in the bag,phone in the bag
singularize,books in the shelf,book in the shelf
singularize,apples on the table,apple on the table
singularize,cars in the parking lot,car in the parking lot
singularize,buttons on the shirt,button on the shirt
singularize,flags on the pole,flag on the pole
singularize,toys on the shelf,toy on the shelf
singularize,mugs on the counter,mug on the counter
singularize,windows in the house,window in the house
singularize,phones on the counter,phone on the counter
singularize,keys on the table,key on the table
singularize,doors in the hallway,door in the hallway
singularize,shirts on the chair,shirt on the chair
singularize,lamps on the desk,lamp on the desk
singularize,candles on the table,candle on the table
singularize,notes in the pocket,note in the pocket
singularize,leaves in the wind,leaf in the wind
singularize,balls in the basket,ball in the basket
singularize,paintings on the wall,painting on the wall
singularize,coins in the purse,coin in the purse
singularize,shoes on the feet,shoe on the foot
singularize,small loaves of bread,small loaf of bread
singularize,ancient sheaves of papers,ancient sheaf of papers
singularize,pots of gold at the end of the rainbow,pot of gold at the end of the rainbow
singularize,tiny specks of dust,tiny speck of dust
singularize,slices of cherry pie,slice of cherry pie
singularize,packs of wild wolves,pack of wild wolves
singularize,glasses of iced tea,glass of iced tea
singularize,cups of hot cocoa,cup of hot cocoa
singularize,boxes of old letters,box of old letters
singularize,pieces of antique furniture,piece of antique furniture
singularize,rolls of parchment paper,roll of parchment paper
singularize,bowls of fresh fruit,bowl of fresh fruit
singularize,bottles of vintage wine,bottle of vintage wine
singularize,bundles of dried herbs,bundle of dried herbs
singularize,pairs of wool socks,pair of wool socks
singularize,trays of assorted pastries,tray of assorted pastries
singularize,crates of ripe mangoes,crate of ripe mangoes
singularize,piles of rusty tools,pile of rusty tools
singularize,stacks of dusty books,stack of dusty books
singularize,strings of holiday lights,string of holiday lights
singularize,plates of spaghetti with meatballs,plate of spaghetti with meatballs
singularize,blades of a knife,blade of a knife
singularize,pints of ice cream,pint of ice cream
singularize,rolls of paper towels,roll of paper towels
singularize,rolls of toilet paper,roll of toilet paper
singularize,heaps of mismatched socks,heap of mismatched socks
singularize,clusters of runaway balloons,cluster of runaway balloons
singularize,platoons of rubber ducks,platoon of rubber ducks
singularize,fleets of paper boats,fleet of paper boats
singularize,tangles of spaghetti noodles,tangle of spaghetti noodles
singularize,parades of garden gnomes,parade of garden gnomes
singularize,troops of juggling squirrels,troop of juggling squirrels
singularize,piles of tangled shoelaces,pile of tangled shoelaces
singularize,baskets of unpaired mittens,basket of unpaired mittens
singularize,swarms of bubble wrap,swarm of bubble wrap
singularize,mountains of unread emails,mountain of unread emails
singularize,towers of pizza boxes,tower of pizza boxes
singularize,gaggles of rubber chickens,gaggle of rubber chickens
singularize,arrays of novelty hats,array of novelty hats
singularize,bundles of tangled earphones,bundle of tangled earphones
singularize,armies of toy soldiers,army of toy soldiers
singularize,collections of expired coupons,collection of expired coupons
singularize,shoals of bathtub toys,shoal of bathtub toys
singularize,quivers of mismatched arrows,quiver of mismatched arrows
singularize,pyramids of marshmallow peeps,pyramid of marshmallow peeps
singularize,stacks of inflatable flamingos,stack of inflatable flamingos
singularize,buckets of rainbow sprinkles,bucket of rainbow sprinkles
singularize,herds of plastic dinosaurs,herd of plastic dinosaurs
singularize,batches of overly complex board games,batch of overly complex board games
singularize,clouds of soap bubbles,cloud of soap bubbles
singularize,decks of blank playing cards,deck of blank playing cards
singularize,crates of rubber bands,crate of rubber bands
singularize,clusters of forgotten umbrellas,cluster of forgotten umbrellas
singularize,batches of burnt toast,batch of burnt toast
singularize,floods of novelty postcards,flood of novelty postcards
singularize,heaps of deflated beach balls,heap of deflated beach balls
singularize,braces of kazoo players,brace of kazoo players
singularize,parades of sock puppets,parade of sock puppets
singularize,stashes of glittery stickers,stash of glittery stickers
singularize,bins of rubber stamps,bin of rubber stamps
singularize,sets of mismatched buttons,set of mismatched buttons
singularize,assemblages of wind-up toys,assemblage of wind-up toys
singularize,stacks of novelty coasters,stack of novelty coasters
singularize,gaggles of finger puppets,gaggle of finger puppets
singularize,bags of marbles with missing colors,bag of marbles with missing colors
singularize,strings of solar-powered fairy lights,string of solar-powered fairy lights
singularize,piles of mismatched puzzle pieces,pile of mismatched puzzle pieces
singularize,boxes of broken crayons,box of broken crayons
singularize,platoons of plastic flamingos,platoon of plastic flamingos
singularize,batches of misshapen cookies,batch of misshapen cookies
singularize,bunches of artificial flowers,bunch of artificial flowers
singularize,collections of miniature spoons,collection of miniature spoons
singularize,troops of dancing hamsters,troop of dancing hamsters
singularize,crates of oversized sunglasses,crate of oversized sunglasses
singularize,waves of inflatable pool toys,wave of inflatable pool toys
singularize,stacks of comic books with missing pages,stack of comic books with missing pages
singularize,bundles of tangled Christmas lights,bundle of tangled Christmas lights
singularize,shoals of plastic fish,shoal of plastic fish
singularize,lines of mismatched sock pairs,line of mismatched sock pairs
singularize,batches of broken clocks,batch of broken clocks
singularize,floods of novelty keychains,flood of novelty keychains
singularize,heaps of crumpled gift wrap,heap of crumpled gift wrap
singularize,piles of empty coffee cups,pile of empty coffee cups
singularize,buckets of glow sticks,bucket of glow sticks
singularize,troops of wind-up penguins,troop of wind-up penguins
singularize,platoons of foam fingers,platoon of foam fingers
singularize,towers of precariously stacked pancakes,tower of precariously stacked pancakes
singularize,baskets of mismatched playing cards,basket of mismatched playing cards
singularize,herds of plush unicorns,herd of plush unicorns
singularize,arrays of novelty alarm clocks,array of novelty alarm clocks
singularize,stacks of unread comic books,stack of unread comic books
singularize,collections of inflatable animals,collection of inflatable animals
singularize,batches of unsorted LEGO bricks,batch of unsorted LEGO bricks
singularize,quivers of bent straws,quiver of bent straws
singularize,bundles of novelty socks,bundle of novelty socks
singularize,troops of clockwork robots,troop of clockwork robots
singularize,platoons of squeaky shoes,platoon of squeaky shoes
singularize,waves of feather boas,wave of feather boas
singularize,crates of ceramic frogs,crate of ceramic frogs
singularize,parades of mechanical birds,parade of mechanical birds
singularize,teeth in the glass,tooth in the glass
singularize,mice under the couch,mouse under the couch
singularize,geese by the pond,goose by the pond
singularize,leaves on the maple tree,leaf on the maple tree
singularize,medium-sized feet in the sand,medium-sized foot in the sand
singularize,analyses of the data,analysis of the data
singularize,theses about ancient Rome,thesis about ancient Rome
singularize,cacti in the desert sun,cactus in the desert sun
singularize,phenomena in the night sky,phenomenon in the night sky
singularize,chiefs of the ancient tribe,chief of the ancient tribe
singularize,wolves in the snowy forest,wolf in the snowy forest
singularize,attorneys at the prestigious firm,attorney at the prestigious firm
singularize,oxen pulling the heavy cart,ox pulling the heavy cart
singularize,echoes in the deep cave,echo in the deep cave
singularize,indices of prohibited books,index of prohibited books
singularize,deer in the misty meadow,deer in the misty meadow
singularize,criteria for excellence in teaching,criterion for excellence in teaching
singularize,wives of the distinguished professor,wife of the distinguished professor
singularize,man-children at the playground,man-child at the playground
singularize,species of rare butterfly,species of rare butterfly
singularize,octopi in the coral reef,octopus in the coral reef
singularize,millennia of human history,millennium of human history
singularize,passersby on the busy street,passerby on the busy street
singularize,aircraft in the clear blue sky,aircraft in the clear blue sky
singularize,grown-up children of divorce,grown-up child of divorce
singularize,memoranda from the board,memorandum from the board
singularize,oases in the vast desert,oasis in the vast desert
singularize,stimuli for economic growth,stimulus for economic growth
singularize,dice on the gaming table,die on the gaming table
singularize,fungi in the damp soil,fungus in the damp soil
singularize,bacteria under the microscope,bacterium under the microscope
singularize,vertebrae in the spine,vertebra in the spine
singularize,passers-by on Main Street,passer-by on Main Street
singularize,attorneys general of the state,attorney general of the state
singularize,runners-up in the contest,runner-up in the contest
singularize,bases for the argument,basis for the argument
singularize,crises in the Middle East,crisis in the Middle East
singularize,hypotheses of quantum mechanics,hypothesis of quantum mechanics
singularize,strata of ancient civilization,stratum of ancient civilization
singularize,memoranda from the CEO,memorandum from the CEO
singularize,commanders in chief of the army,commander in chief of the army
singularize,women doctors at the clinic,woman doctor at the clinic
singularize,children prodigies at the piano,child prodigy at the piano
singularize,lice on the specimen,louse on the specimen
singularize,dormice in the hedge,dormouse in the hedge
singularize,snowmen in the yard,snowman in the yard
singularize,nuclei of the atom,nucleus of the atom
singularize,radii of the circle,radius of the circle
singularize,calves in the meadow,calf in the meadow
singularize,knives on the table,knife on the table
singularize,thieves in the night,thief in the night
singularize,shelves in the bookcase,shelf in the bookcase
singularize,brass doorknobs on the cabinet,brass doorknob on the cabinet
singularize,half-empty glasses of milk,half-empty glass of milk
singularize,wooden boxes beneath the stairs,wooden box beneath the stairs
singularize,silver knives with pearl handles,silver knife with pearl handle
singularize,dusty shelves in the attic,dusty shelf in the attic
singularize,copper pennies from 1982,copper penny from 1982
singularize,leaves from the oak tree,leaf from the oak tree
singularize,mouse traps behind the refrigerator,mouse trap behind the refrigerator
singularize,ivory chess pieces on the board,ivory chess piece on the board
singularize,loaves of sourdough bread,loaf of sourdough bread
singularize,scarlet berries on the bush,scarlet berry on the bush
singularize,handmade scarves with gold thread,handmade scarf with gold thread
singularize,wolf cubs in the den,wolf cub in the den
singularize,porcelain dishes with blue trim,porcelain dish with blue trim
singularize,mouse pads with wrist support,mouse pad with wrist support
singularize,goose eggs in the nest,goose egg in the nest
singularize,antique watches with leather bands,antique watch with leather band
singularize,rusty nails in the floorboards,rusty nail in the floorboard
singularize,brass hooves on the rocking horse,brass hoof on the rocking horse
singularize,teeth in the jewelry box,tooth in the jewelry box
singularize,silk handkerchiefs with lace edges,silk handkerchief with lace edge
singularize,leather-bound books on history,leather-bound book on history
singularize,cast-iron pots on the stove,cast-iron pot on the stove
singularize,half-burned candles on the shelf,half-burned candle on the shelf
singularize,wooden feet of the bed,wooden foot of the bed
singularize,glass eyes of the porcelain doll,glass eye of the porcelain doll
singularize,ruby rings in the velvet boxes,ruby ring in the velvet box
singularize,ceramic mugs with broken handles,ceramic mug with broken handle
singularize,brass thimbles in the sewing kits,brass thimble in the sewing kit
singularize,voodoo dolls with missing pins,voodoo doll with missing pin
singularize,half-melted crayons in the sun,half-melted crayon in the sun
singularize,crumpled receipts from Mars,crumpled receipt from Mars
singularize,origami wolves with gold trim,origami wolf with gold trim
singularize,thimbles full of glitter,thimble full of glitter
singularize,pickled toes in the jars,pickled toe in the jar
singularize,plastic teeth with candy inside,plastic tooth with candy inside
singularize,crystal balls filled with smoke,crystal ball filled with smoke
singularize,haunted lockets with scratch marks,haunted locket with scratch marks
singularize,petrified mice in amber,petrified mouse in amber
singularize,glass eyes from the pirate,glass eye from the pirate
singularize,shrunken heads on keychains,shrunken head on a keychain
singularize,fairy wings in resin,fairy wing in resin
singularize,cursed pennies from 1923,cursed penny from 1923
singularize,rubber feet with six toes,rubber foot with six toes
singularize,mummified hamsters in wrapping,mummified hamster in wrapping
singularize,bronze teeth from the dragon,bronze tooth from the dragon
singularize,snow globes with black snow,snow globe with black snow
singularize,bottled butterflies with ruby wings,bottled butterfly with ruby wings
singularize,zombie fingers in formaldehyde,zombie finger in formaldehyde
singularize,enchanted leaves made of copper,enchanted leaf made of copper
singularize,chocolate brains with caramel,chocolate brain with caramel
singularize,fossilized eggs of mystery,fossilized egg of mystery
singularize,porcelain hands holding dice,porcelain hand holding dice
singularize,scorpions in lime jello,scorpion in lime jello
singularize,knives made of frozen blood,knife made of frozen blood
singularize,tiny men in the bottles,tiny man in the bottle
singularize,clockwork mice with ruby eyes,clockwork mouse with ruby eyes
singularize,witches' teeth in lockets,witch's tooth in a locket
singularize,ruby eyes from the gargoyle,ruby eye from the gargoyle
singularize,silver teeth from the vampire,silver tooth from the vampire
singularize,cursed feathers from the phoenix,cursed feather from the phoenix
singularize,brass buttons from the sailor,brass button from the sailor
singularize,pickled brains from the zombie,pickled brain from the zombie
singularize,golden scales from the dragon,golden scale from the dragon
singularize,crystal tears from the mermaid,crystal tear from the mermaid
singularize,poisoned berries from the bush,poisoned berry from the bush
singularize,mechanical cogs from the robot,mechanical cog from the robot
singularize,dried flowers from the witch,dried flower from the witch
singularize,glowing marbles from the wizard,glowing marble from the wizard
singularize,magic beans from the giant,magic bean from the giant
singularize,frozen fingers from the snowman,frozen finger from the snowman
singularize,porcelain shards from the doll,porcelain shard from the doll
singularize,ancient coins from the chest,ancient coin from the chest
singularize,bloody fangs from the werewolf,bloody fang from the werewolf
singularize,paper cranes from the origami master,paper crane from the origami master
singularize,clockwork beetles from the watchmaker,clockwork beetle from the watchmaker
singularize,chocolate roses from the baker,chocolate rose from the baker
singularize,painted shells from the hermit,painted shell from the hermit
singularize,crystal bones from the skeleton,crystal bone from the skeleton
singularize,silk ribbons from the dancer,silk ribbon from the dancer
singularize,wax seals from the letter,wax seal from the letter
singularize,brass keys from the locksmith,brass key from the locksmith
singularize,glass hearts from the puppet,glass heart from the puppet
singularize,rust-covered knives from the chef,rust-covered knife from the chef
singularize,half-melted crystals from the meteor,half-melted crystal from the meteor
singularize,blood-stained teeth from the beast,blood-stained tooth from the beast
singularize,neon-painted skulls from the collector,neon-painted skull from the collector
singularize,diamond-studded eyes from the idol,diamond-studded eye from the idol
singularize,moss-covered keys from the chest,moss-covered key from the chest
singularize,acid-etched coins from the wreck,acid-etched coin from the wreck
singularize,frost-bitten fingers from the explorer,frost-bitten finger from the explorer
singularize,honey-preserved butterflies in amber,honey-preserved butterfly in amber
singularize,chrome-plated teeth from the robot,chrome-plated tooth from the robot
singularize,ink-stained pages from the grimoire,ink-stained page from the grimoire
singularize,web-covered dolls in the attic,web-covered doll in the attic
singularize,salt-encrusted compasses from the sea,salt-encrusted compass from the sea
singularize,radiation-scorched badges from the lab,radiation-scorched badge from the lab
singularize,mold-spotted berries from the vine,mold-spotted berry from the vine
singularize,ash-dusted masks from the tomb,ash-dusted mask from the tomb
singularize,silver-tipped arrows from the hunter,silver-tipped arrow from the hunter
singularize,oil-slicked feathers from the phoenix,oil-slicked feather from the phoenix
singularize,poison-dipped needles from the spinner,poison-dipped needle from the spinner
singularize,storm-charged crystals from the peak,storm-charged crystal from the peak
singularize,dust-covered brains in the jar,dust-covered brain in the jar
singularize,acid-warped pennies from the sewer,acid-warped penny from the sewer
singularize,sun-bleached bones from the desert,sun-bleached bone from the desert
singularize,curse-marked rings from the priest,curse-marked ring from the priest
singularize,rust-frozen gears from the machine,rust-frozen gear from the machine
singularize,charred dolls beneath the floorboards,charred doll beneath the floorboards
singularize,brass keys wrapped in silk,brass key wrapped in silk
singularize,severed hands still wearing their rings,severed hand still wearing its ring
singularize,crystal eyes that glow at midnight,crystal eye that glows at midnight
singularize,poisoned apples floating in brine,poisoned apple floating in brine
singularize,broken teeth wrapped in gold wire,broken tooth wrapped in gold wire
singularize,frozen roses dripping with mercury,frozen rose dripping with mercury
singularize,porcelain fingers pointed at the moon,porcelain finger pointed at the moon
singularize,glass butterflies trapped in ice,glass butterfly trapped in ice
singularize,rusted coins sealed with wax,rusted coin sealed with wax
singularize,mechanical spiders wrapped in velvet,mechanical spider wrapped in velvet
singularize,wooden dolls with missing eyes,wooden doll with missing eye
singularize,silver keys melted by acid,silver key melted by acid
singularize,shrunken heads wearing crowns,shrunken head wearing a crown
singularize,clockwork hearts bound in copper,clockwork heart bound in copper
singularize,mummified rats dressed in silk,mummified rat dressed in silk
singularize,jade scarabs covered in hieroglyphs,jade scarab covered in hieroglyphs
singularize,crystal skulls filled with smoke,crystal skull filled with smoke
singularize,brass beetles dipped in poison,brass beetle dipped in poison
singularize,paper cranes soaked in blood,paper crane soaked in blood
singularize,frozen tears carved from sapphire,frozen tear carved from sapphire
singularize,ceramic hands holding flames,ceramic hand holding a flame
singularize,stone eggs wrapped in chains,stone egg wrapped in chains
singularize,golden teeth marked with symbols,golden tooth marked with symbols
singularize,glass hearts full of ashes,glass heart full of ashes
singularize,bottled eyes swimming in honey,bottled eye swimming in honey
singularize,obsidian knives etched with runes,obsidian knife etched with runes
singularize,copper birds filled with sand,copper bird filled with sand
singularize,jeweled beetles wrapped in thread,jeweled beetle wrapped in thread
singularize,glass hands clenched in fury,glass hand clenched in fury
singularize,ivory combs stained with blood,ivory comb stained with blood
singularize,steel roses dusted with rust,steel rose dusted with rust
singularize,ceramic crows painted with gold,ceramic crow painted with gold
singularize,frozen tears caught in amber,frozen tear caught in amber
singularize,twisted keys bound in leather,twisted key bound in leather
singularize,silver teeth streaming with light,silver tooth streaming with light
singularize,crystal doves drowned in oil,crystal dove drowned in oil
singularize,brass spiders weaving silver,brass spider weaving silver
singularize,wooden eyes leaking mercury,wooden eye leaking mercury
singularize,stone hearts wrapped in vines,stone heart wrapped in vines
singularize,paper dolls soaked in tears,paper doll soaked in tears
singularize,iron feathers dipped in glass,iron feather dipped in glass
singularize,porcelain moths dusted with ash,porcelain moth dusted with ash
singularize,golden snails trailing slime,golden snail trailing slime
singularize,tin soldiers melted by time,tin soldier melted by time
singularize,jade leaves carved with faces,jade leaf carved with faces
singularize,bronze tears frozen in time,bronze tear frozen in time
singularize,glass scorpions filled with mist,glass scorpion filled with mist
singularize,crystal teeth bound in wire,crystal tooth bound in wire
singularize,copper skulls leaking dreams,copper skull leaking dreams
singularize,painted bones dripping with dew,painted bone dripping with dew
singularize,mercury beads trapped in quartz,mercury bead trapped in quartz
singularize,cursed rings bound in thorns,cursed ring bound in thorns
singularize,glass wasps filled with storm,glass wasp filled with storm
singularize,porcelain fingers pointing north,porcelain finger pointing north
singularize,rusted bells full of teeth,rusted bell full of teeth
singularize,jade owls sealed with lead,jade owl sealed with lead
singularize,brass eyes leaking starlight,brass eye leaking starlight
singularize,frozen moths caught in crystal,frozen moth caught in crystal
singularize,silver thorns piercing velvet,silver thorn piercing velvet
singularize,ceramic hearts pumping sand,ceramic heart pumping sand
singularize,stone dolls carved with sigils,stone doll carved with sigils
singularize,iron tears stained with gold,iron tear stained with gold
singularize,crystal ropes braided with hair,crystal rope braided with hair
singularize,wooden keys wrapped in silk,wooden key wrapped in silk
singularize,copper roses bleeding rust,copper rose bleeding rust
singularize,obsidian birds filled with smoke,obsidian bird filled with smoke
singularize,tin butterflies sealed in ice,tin butterfly sealed in ice
singularize,bronze feathers burning cold,bronze feather burning cold
singularize,pearl eyes rolling in moss,pearl eye rolling in moss
singularize,glass hands grasping shadows,glass hand grasping shadows
singularize,steel leaves cutting light,steel leaf cutting light
singularize,mercury skulls dripping silver,mercury skull dripping silver
singularize,ivory snakes coiled in glass,ivory snake coiled in glass
singularize,ceramic stars falling dark,ceramic star falling dark
singularize,golden webs catching dreams,golden web catching dreams
singularize,diamond teeth cracked with frost,diamond tooth cracked with frost
singularize,pewter ghosts trapped in amber,pewter ghost trapped in amber
singularize,brass needles threading void,brass needle threading void
singularize,silver eggs warming night,silver egg warming night
singularize,ruby claws scratching time,ruby claw scratching time
singularize,iron masks leaking wishes,iron mask leaking wishes
singularize,crystal books burning blue,crystal book burning blue
singularize,emerald fish swimming air,emerald fish swimming air
singularize,bronze shells echoing void,bronze shell echoing void
singularize,marble hands holding fog,marble hand holding fog
singularize,opal eyes reflecting doom,opal eye reflecting doom
singularize,steel hearts ticking rust,steel heart ticking rust
singularize,granite wings carved with dreams,granite wing carved with dreams
singularize,copper chains binding smoke,copper chain binding smoke
singularize,obsidian doors leading nowhere,obsidian door leading nowhere
singularize,jade keys unlocking shadow,jade key unlocking shadow
singularize,silver bells tolling silence,silver bell tolling silence
singularize,crystal dice rolling fate,crystal dice rolling fate
singularize,brass compasses pointing void,brass compass pointing void
singularize,iron crowns bleeding rust,iron crown bleeding rust
singularize,glass swords cutting wind,glass sword cutting wind
singularize,stone fingers pointing home,stone finger pointing home
singularize,wooden hearts burning cold,wooden heart burning cold
singularize,platinum eggs holding dawn,platinum egg holding dawn
singularize,mercury drops catching light,mercury drop catching light
singularize,tin stars reflecting void,tin star reflecting void
singularize,ghostly mice whispering lies,ghostly mouse whispering lies
singularize,frost-bitten leaves trapped in glass,frost-bitten leaf trapped in glass
singularize,burning teeth marked by time,burning tooth marked by time
singularize,midnight wolves carved from ice,midnight wolf carved from ice
singularize,crimson feet cast in brass,crimson foot cast in brass
singularize,shattered thieves in amber,shattered thief in amber
singularize,cursed geese bound in chains,cursed goose bound in chains
singularize,ancient lice sealed in gold,ancient louse sealed in gold
singularize,copper children holding stars,copper child holding stars
singularize,crystal knives eating light,crystal knife eating light
singularize,obsidian fish drinking shade,obsidian fish drinking shade
singularize,broken criteria etched in stone,broken criterion etched in stone
singularize,porcelain oxen wearing crowns,porcelain ox wearing crowns
singularize,glass cacti bleeding sand,glass cactus bleeding sand
singularize,frozen phenomena beneath ice,frozen phenomenon beneath ice
singularize,brass fungi growing dark,brass fungus growing dark
singularize,silver sphinxes telling lies,silver sphinx telling lies
singularize,ruby foci bending light,ruby focus bending light
singularize,iron nemeses wearing silk,iron nemesis wearing silk
singularize,crystal stimuli wrapped in dark,crystal stimulus wrapped in dark
singularize,copper matrices glowing blue,copper matrix glowing blue
singularize,glass strata holding time,glass stratum holding time
singularize,golden octopi weaving fate,golden octopus weaving fate
singularize,obsidian radii cutting night,obsidian radius cutting night
singularize,emerald vertebrae singing doom,emerald vertebra singing doom
singularize,silver automata drinking dreams,silver automaton drinking dreams
singularize,brass nuclei splitting void,brass nucleus splitting void
singularize,crystal memoranda sealed in ice,crystal memorandum sealed in ice
singularize,jade hypotheses trapped in glass,jade hypothesis trapped in glass
singularize,mercury analyses frozen in time,mercury analysis frozen in time
singularize,platinum oases burning cold,platinum oasis burning cold
singularize,tin emphases carved in bone,tin emphasis carved in bone
singularize,copper crises bleeding rust,copper crisis bleeding rust
singularize,glass ellipses holding breath,glass ellipsis holding breath
singularize,bronze diagnoses eating light,bronze diagnosis eating light
singularize,marble axes turning void,marble axis turning void
singularize,crystal bases cracking dawn,crystal basis cracking dawn
singularize,iron stigmata burning bright,iron stigma burning bright
singularize,obsidian media speaking death,obsidian medium speaking death
singularize,ruby maxima touching void,ruby maximum touching void
singularize,silver millennia counting stars,silver millennium counting stars
singularize,leather boots filled with sand,leather boot filled with sand
singularize,brass teeth from the comb,brass tooth from the comb
singularize,cracked leaves pressed in wax,cracked leaf pressed in wax
singularize,painted mice beneath glass,painted mouse beneath glass
singularize,copper pennies sealed in ice,copper penny sealed in ice
singularize,broken feet from the doll,broken foot from the doll
singularize,silver knives with rust spots,silver knife with rust spots
singularize,wooden geese dipped in paint,wooden goose dipped in paint
singularize,crystal dice showing six,crystal die showing six
singularize,porcelain fish in water,porcelain fish in water
singularize,torn scarves wrapped in paper,torn scarf wrapped in paper
singularize,brass thimbles full of dirt,brass thimble full of dirt
singularize,china cups stained with tea,china cup stained with tea
singularize,painted teeth in the box,painted tooth in the box
singularize,wooden hooves from the toy,wooden hoof from the toy
singularize,plastic wolves with spots,plastic wolf with spots
singularize,tin berries covered in sugar,tin berry covered in sugar
singularize,ceramic calves with spots,ceramic calf with spots
singularize,woven scarves with fringe,woven scarf with fringe
singularize,cloth mice stuffed with beans,cloth mouse stuffed with beans
singularize,painted shelves in the box,painted shelf in the box
singularize,metal knives under glass,metal knife under glass
singularize,paper leaves dipped in wax,paper leaf dipped in wax
singularize,wooden spoons with cracks,wooden spoon with cracks
singularize,glass fish in blue water,glass fish in blue water
singularize,steel hooks wrapped in tape,steel hook wrapped in tape
singularize,plastic feet from the toy,plastic foot from the toy
singularize,rubber teeth with spots,rubber tooth with spots
singularize,cotton gloves filled with rice,cotton glove filled with rice
singularize,ceramic wolves with patches,ceramic wolf with patches
singularize,brass keys covered in tape,brass key covered in tape
singularize,paper boxes filled with sand,paper box filled with sand
singularize,wooden spoons dipped in paint,wooden spoon dipped in paint
singularize,plastic mice covered in dust,plastic mouse covered in dust
singularize,metal feet from the bench,metal foot from the bench
singularize,glass knives with blue spots,glass knife with blue spots
singularize,rubber teeth filled with sand,rubber tooth filled with sand
singularize,copper pennies beneath tape,copper penny beneath tape
singularize,ceramic wolves in the box,ceramic wolf in the box
singularize,cotton gloves stained with ink,cotton glove stained with ink
singularize,painted leaves stuck in glue,painted leaf stuck in glue
singularize,brass hooks wrapped in string,brass hook wrapped in string
singularize,paper fish soaked in wax,paper fish soaked in wax
singularize,plastic hooves from the horse,plastic hoof from the horse
singularize,wooden dice showing three,wooden die showing three
singularize,china cups with gold rim,china cup with gold rim
singularize,leather boots stained with mud,leather boot stained with mud
singularize,rubber geese in the tub,rubber goose in the tub
singularize,metal shelves bent with age,metal shelf bent with age
singularize,glass thimbles full of beads,glass thimble full of beads
singularize,wooden calves with red spots,wooden calf with red spots
singularize,cotton scarves with loose threads,cotton scarf with loose threads
singularize,plastic berries in the bowl,plastic berry in the bowl
singularize,ceramic feet from the lamp,ceramic foot from the lamp
singularize,paper wolves cut from cards,paper wolf cut from cards
singularize,brass teeth from the zipper,brass tooth from the zipper
singularize,rubber knives for practice,rubber knife for practice
singularize,wooden fish with blue fins,wooden fish with blue fins
singularize,metal mice in the trap,metal mouse in the trap
singularize,glass leaves pressed in books,glass leaf pressed in books
singularize,leather gloves lined with fur,leather glove lined with fur
singularize,plastic pennies for games,plastic penny for games
singularize,ceramic hooks on the wall,ceramic hook on the wall
