directive,input_text,output_text
singularize,quarts of milk,quart of milk
singularize,pairs of pants,pair of pants
singularize,pieces of luggage,piece of luggage
singularize,bars of gold,bar of gold
singularize,pints of beer,pint of beer
singularize,bottles of water,bottle of water
singularize,rolls of fabric,roll of fabric
singularize,dashes of vanilla,dash of vanilla
singularize,piles of stones,pile of stones
singularize,strings of beads,string of beads
singularize,batches of doughnuts,batch of doughnuts
singularize,blocks of cheese,block of cheese
singularize,slices of turkey,slice of turkey
singularize,jars of jam,jar of jam
singularize,pieces of news,piece of news
singularize,stacks of firewood,stack of firewood
singularize,bunches of keys,bunch of keys
singularize,handfuls of nuts,handful of nuts
singularize,gallons of paint,gallon of paint
singularize,cartons of milk,carton of milk
singularize,boxes of crayons,box of crayons
singularize,pairs of earrings,pair of earrings
singularize,bags of rice,bag of rice
singularize,loaves of meat,loaf of meat
singularize,pieces of furniture,piece of furniture
singularize,slices of cucumber,slice of cucumber
singularize,bars of iron,bar of iron
singularize,bottles of soda,bottle of soda
singularize,dozens of donuts,dozen donuts
singularize,strings of sausages,string of sausages
singularize,cups of yogurt,cup of yogurt
singularize,sheets of glass,sheet of glass
singularize,rays of hope,ray of hope
singularize,blocks of flats,block of flats
singularize,handfuls of grapes,handful of grapes
singularize,stacks of pancakes,stack of pancakes
singularize,bunches of cherries,bunch of cherries
singularize,pieces of art,piece of art
singularize,slices of meat,slice of meat
singularize,batches of brownies,batch of brownies
singularize,slices of pepperoni,slice of pepperoni
singularize,boxes of tissues,box of tissues
singularize,jars of pickles,jar of pickles
singularize,cartons of juice,carton of juice
singularize,strings of pearls,string of pearls
singularize,bars of soap,bar of soap
singularize,dozens of cupcakes,dozen cupcakes
singularize,pieces of glass,piece of glass
singularize,handfuls of screws,handful of screws
singularize,stacks of chairs,stack of chairs
singularize,cups of sugar,cup of sugar
singularize,blocks of marble,block of marble
singularize,pieces of clay,piece of clay
singularize,slices of apple,slice of apple
singularize,bottles of vinegar,bottle of vinegar
singularize,batches of cupcakes,batch of cupcakes
singularize,bundles of wheat,bundle of wheat
singularize,pairs of glasses,pair of glasses
singularize,spoonfuls of honey,spoonful of honey
singularize,handfuls of pencils,handful of pencils
singularize,cups of flour,cup of flour
singularize,bars of silver,bar of silver
singularize,pieces of driftwood,piece of driftwood
singularize,bottles of perfume,bottle of perfume
singularize,rolls of parchment,roll of parchment
singularize,blocks of wood,block of wood
singularize,strings of ribbons,string of ribbons
singularize,bundles of letters,bundle of letters
singularize,slices of pizza,slice of pizza
singularize,boxes of matches,box of matches
singularize,jars of olives,jar of olives
singularize,cartons of cream,carton of cream
singularize,bars of chocolate,bar of chocolate
singularize,pieces of metal,piece of metal
singularize,rolls of carpet,roll of carpet
singularize,stacks of plates,stack of plates
singularize,handfuls of seeds,handful of seeds
singularize,cups of rice,cup of rice
singularize,sheets of steel,sheet of steel
singularize,loaves of sugar,loaf of sugar
singularize,blocks of granite,block of granite
singularize,batches of biscuits,batch of biscuits
singularize,bundles of rope,bundle of rope
singularize,strings of lights,string of lights
singularize,spoonfuls of milk,spoonful of milk
singularize,piles of coins,pile of coins
singularize,bottles of beer,bottle of beer
singularize,jars of spices,jar of spices
singularize,cartons of eggs,carton of eggs
singularize,slices of butter,slice of butter
singularize,pieces of fabric,piece of fabric
singularize,rolls of wallpaper,roll of wallpaper
singularize,boxes of cereal,box of cereal
singularize,bundles of twigs,bundle of twigs
singularize,batches of pancakes,batch of pancakes
singularize,slices of ham,slice of ham
singularize,handfuls of marbles,handful of marbles
singularize,stacks of boxes,stack of boxes
singularize,bars of steel,bar of steel
singularize,blocks of ice,block of ice
singularize,pieces of parchment,piece of parchment
singularize,rolls of gauze,roll of gauze
singularize,slices of bacon,slice of bacon
singularize,bottles of lotion,bottle of lotion
singularize,criteria for success,criterion for success
singularize,salmon swimming upstream,salmon swimming upstream
singularize,mothers-in-law from Seattle,mother-in-law from Seattle
singularize,alumni of Harvard,alumnus of Harvard
singularize,axes of rotation,axis of rotation
singularize,courts-martial in session,court-martial in session
singularize,brothers-in-law from Michigan,brother-in-law from Michigan
singularize,foot-pounds of energy,foot-pound of energy
singularize,policemen on duty,policeman on duty
singularize,chinese food containers,chinese food container
singularize,octopus-shaped stress toys,octopus-shaped stress toy
singularize,kangaroo rats,kangaroo rat
singularize,guinea pigs,guinea pig
singularize,sea urchins,sea urchin
singularize,tasmanian devils,tasmanian devil
singularize,lemuroid ringtails,lemuroid ringtail
singularize,spiny anteaters,spiny anteater
singularize,bush babies,bush baby
singularize,long-beaked common dolphins,long-beaked common dolphin
singularize,mountain pygmy possums,mountain pygmy possum
singularize,monk seals,monk seal
singularize,black-footed ferrets,black-footed ferret
singularize,greater bilbies,greater bilby
singularize,goblin sharks,goblin shark
singularize,vampire bats,vampire bat
singularize,malayan pangolins,malayan pangolin
singularize,maned wolves,maned wolf
singularize,marsupial moles,marsupial mole
singularize,sand cats,sand cat
singularize,jungle cats,jungle cat
singularize,tail-less tenrecs,tail-less tenrec
singularize,tasmanian tigers,tasmanian tiger
singularize,przewalski's horses,przewalski's horse
singularize,firetail lemurs,firetail lemur
singularize,glowhorn beetles,glowhorn beetle
singularize,crimsonwing bats,crimsonwing bat
singularize,blue-bellied skittertails,blue-bellied skittertail
singularize,glimmering bisons,glimmering bison
singularize,wilted weasels,wilted weasel
singularize,skydancer birds,skydancer bird
singularize,nightspike lizards,nightspike lizard
singularize,moonbeam tigers,moonbeam tiger
singularize,scarbelly jackrabbits,scarbelly jackrabbit
singularize,blazebane swords,blazebane sword
singularize,crimsonfang daggers,crimsonfang dagger
singularize,stormstrike bows,stormstrike bow
singularize,arcflare staffs,arcflare staff
singularize,shadowreaver axes,shadowreaver axe
singularize,emberclaw maces,emberclaw mace
singularize,vortex spears,vortex spear
singularize,thunderlash whips,thunderlash whip
singularize,bloodpiercer crossbows,bloodpiercer crossbow
singularize,lightbringer lances,lightbringer lance
singularize,frostwrought hammers,frostwrought hammer
singularize,spiritbinder katanas,spiritbinder katana
singularize,nightshade scythes,nightshade scythe
singularize,dragonrend halberds,dragonrend halberd
singularize,voidstrike chakrams,voidstrike chakram
singularize,soulshard gauntlets,soulshard gauntlet
singularize,ironbark greatswords,ironbark greatsword
singularize,venomspike spears,venomspike spear
singularize,dawnfury flails,dawnfury flail
singularize,steelstorm glaives,steelstorm glaive
singularize,flip-phone-powered turbochargers,flip-phone-powered turbocharger
singularize,tamagotchi-obsessed distraction rays,tamagotchi-obsessed distraction ray
singularize,broken-headphone sound bombs,broken-headphone sound bomb
singularize,monopoly-bankrupted dice-rollers,monopoly-bankrupted dice-roller
singularize,empty-pizza-box shields,empty-pizza-box shield
singularize,no-cartridge game-console controllers,no-cartridge game-console controller
singularize,fidget-spin-forever axes,fidget-spin-forever axis
singularize,bored-emoji phone screens,bored-emoji phone screen
singularize,out-of-ink printer-swords,out-of-ink printer-sword
pluralize,Bastard sword,Bastard swords
singularize,Bastard swords,Bastard sword
pluralize,Battle axe,Battle axes
singularize,Battle axes,Battle axe
pluralize,Sword and shield,Sword and shields
singularize,Sword and shields,Sword and shield
pluralize,Plate armor,Plate armors
singularize,Plate armors,Plate armor
pluralize,Chainmail armor,Chainmail armors
singularize,Chainmail armors,Chainmail armor
pluralize,Leather armor,Leather armors
singularize,Leather armors,Leather armor
pluralize,Brigandine armor,Brigandine armors
singularize,Brigandine armors,Brigandine armor
pluralize,Arming sword,Arming swords
singularize,Arming swords,Arming sword
pluralize,War pick,War picks
singularize,War picks,War pick
pluralize,Arming sword,Arming swords
singularize,Arming swords,Arming sword
pluralize,Throwing axe,Throwing axes
singularize,Throwing axes,Throwing axe
pluralize,Composite bow,Composite bows
singularize,Composite bows,Composite bow
pluralize,Recurve bow,Recurve bows
singularize,Recurve bows,Recurve bow
pluralize,Steel shield,Steel shields
singularize,Steel shields,Steel shield
pluralize,Round shield,Round shields
singularize,Round shields,Round shield
pluralize,Heater shield,Heater shields
singularize,Heater shields,Heater shield
pluralize,Wooden shield,Wooden shields
singularize,Wooden shields,Wooden shield
pluralize,Tower shield,Tower shields
singularize,Tower shields,Tower shield
pluralize,Spiked shield,Spiked shields
singularize,Spiked shields,Spiked shield
pluralize,Iron gauntlet,Iron gauntlets
singularize,Iron gauntlets,Iron gauntlet
pluralize,Leather gloves,Leather gloves
singularize,Leather gloves,Leather glove
pluralize,Scale mail,Scale mails
singularize,Scale mails,Scale mail
pluralize,Plate helm,Plate helms
singularize,Plate helms,Plate helm
pluralize,Chain coif,Chain coifs
singularize,Chain coifs,Chain coif
pluralize,Sniper rifle,Sniper rifles
singularize,Sniper rifles,Sniper rifle
pluralize,Assault rifle,Assault rifles
singularize,Assault rifles,Assault rifle
pluralize,Submachine gun,Submachine guns
singularize,Submachine guns,Submachine gun
pluralize,Machine gun,Machine guns
singularize,Machine guns,Machine gun
pluralize,Light machine gun,Light machine guns
singularize,Light machine guns,Light machine gun
pluralize,Shotgun pistol,Shotgun pistols
singularize,Shotgun pistols,Shotgun pistol
pluralize,Assault shotgun,Assault shotguns
singularize,Assault shotguns,Assault shotgun
pluralize,Precision rifle,Precision rifles
singularize,Precision rifles,Precision rifle
pluralize,Combat shotgun,Combat shotguns
singularize,Combat shotguns,Combat shotgun
pluralize,Over/under shotgun,Over/under shotguns
singularize,Over/under shotguns,Over/under shotgun
pluralize,Bolt-action rifle,Bolt-action rifles
singularize,Bolt-action rifles,Bolt-action rifle
pluralize,Lever-action rifle,Lever-action rifles
singularize,Lever-action rifles,Lever-action rifle
pluralize,Double-barrel shotgun,Double-barrel shotguns
singularize,Double-barrel shotguns,Double-barrel shotgun
pluralize,Assault pistol,Assault pistols
singularize,Assault pistols,Assault pistol
pluralize,Silenced pistol,Silenced pistols
singularize,Silenced pistols,Silenced pistol
pluralize,Flare gun,Flare guns
singularize,Flare guns,Flare gun
pluralize,Desert eagle,Desert eagles
singularize,Desert eagles,Desert eagle
pluralize,Snub-nose revolver,Snub-nose revolvers
singularize,Snub-nose revolvers,Snub-nose revolver
pluralize,Assault carbine,Assault carbines
singularize,Assault carbines,Assault carbine
pluralize,Subsonic rifle,Subsonic rifles
singularize,Subsonic rifles,Subsonic rifle
pluralize,Automatic pistol,Automatic pistols
singularize,Automatic pistols,Automatic pistol
pluralize,Combat rifle,Combat rifles
singularize,Combat rifles,Combat rifle
pluralize,Heavy machine gun,Heavy machine guns
singularize,Heavy machine guns,Heavy machine gun
pluralize,Anti-material rifle,Anti-material rifles
singularize,Anti-material rifles,Anti-material rifle
pluralize,Covert rifle,Covert rifles
singularize,Covert rifles,Covert rifle
pluralize,Silenced submachine gun,Silenced submachine guns
singularize,Silenced submachine guns,Silenced submachine gun
pluralize,Hand cannon,Hand cannons
singularize,Hand cannons,Hand cannon
pluralize,Carbine rifle,Carbine rifles
singularize,Carbine rifles,Carbine rifle
pluralize,Battle rifle,Battle rifles
singularize,Battle rifles,Battle rifle
pluralize,Heavy pistol,Heavy pistols
singularize,Heavy pistols,Heavy pistol
pluralize,Choke shotgun,Choke shotguns
singularize,Choke shotguns,Choke shotgun
pluralize,Double-barrel rifle,Double-barrel rifles
singularize,Double-barrel rifles,Double-barrel rifle
pluralize,Flintlock pistol,Flintlock pistols
singularize,Flintlock pistols,Flintlock pistol
pluralize,Antique revolver,Antique revolvers
singularize,Antique revolvers,Antique revolver
pluralize,Lever-action shotgun,Lever-action shotguns
singularize,Lever-action shotguns,Lever-action shotgun
pluralize,Gas-operated rifle,Gas-operated rifles
singularize,Gas-operated rifles,Gas-operated rifle
pluralize,Over-under rifle,Over-under rifles
singularize,Over-under rifles,Over-under rifle
pluralize,Scoped rifle,Scoped rifles
singularize,Scoped rifles,Scoped rifle
pluralize,Shotgun pistol,Shotgun pistols
singularize,Shotgun pistols,Shotgun pistol
pluralize,Full-auto shotgun,Full-auto shotguns
singularize,Full-auto shotguns,Full-auto shotgun
pluralize,Break-action rifle,Break-action rifles
singularize,Break-action rifles,Break-action rifle
pluralize,Convertible revolver,Convertible revolvers
singularize,Convertible revolvers,Convertible revolver
pluralize,Heavy sniper rifle,Heavy sniper rifles
singularize,Heavy sniper rifles,Heavy sniper rifle
pluralize,Precision handgun,Precision handguns
singularize,Precision handguns,Precision handgun
pluralize,Sphinx's-head gun,Sphinx's-head guns
singularize,Sphinx's-head guns,Sphinx's-head gun
pluralize,Giraffe sword,Giraffe swords
singularize,Giraffe swords,Giraffe sword
pluralize,Radio bottle,Radio bottles
singularize,Radio bottles,Radio bottle
pluralize,Storm caller,Storm callers
singularize,Storm callers,Storm caller
pluralize,Dragon's spine,Dragon's spines
singularize,Dragon's spines,Dragon's spine
pluralize,Void blaster,Void blasters
singularize,Void blasters,Void blaster
pluralize,Shimmering blade,Shimmering blades
singularize,Shimmering blades,Shimmering blade
pluralize,Lunar cannon,Lunar cannons
singularize,Lunar cannons,Lunar cannon
pluralize,Shadow rifle,Shadow rifles
singularize,Shadow rifles,Shadow rifle
pluralize,Thunderstrike bow,Thunderstrike bows
singularize,Thunderstrike bows,Thunderstrike bow
pluralize,Frostbite pistol,Frostbite pistols
singularize,Frostbite pistols,Frostbite pistol
pluralize,Inferno staff,Inferno staffs
singularize,Inferno staffs,Inferno staff
pluralize,Cosmic blaster,Cosmic blasters
singularize,Cosmic blasters,Cosmic blaster
pluralize,Sunshot crossbow,Sunshot crossbows
singularize,Sunshot crossbows,Sunshot crossbow
pluralize,Crystal lance,Crystal lances
singularize,Crystal lances,Crystal lance
pluralize,Galactic rifle,Galactic rifles
singularize,Galactic rifles,Galactic rifle
pluralize,Serpent fang,Serpent fangs
singularize,Serpent fangs,Serpent fang
pluralize,Starforged hammer,Starforged hammers
singularize,Starforged hammers,Starforged hammer
pluralize,Plasma katana,Plasma katanas
singularize,Plasma katanas,Plasma katana
pluralize,Venom shotgun,Venom shotguns
singularize,Venom shotguns,Venom shotgun
pluralize,Tempest cleaver,Tempest cleavers
singularize,Tempest cleavers,Tempest cleaver
pluralize,Mirage blade,Mirage blades
singularize,Mirage blades,Mirage blade
pluralize,Thunderous warhammer,Thunderous warhammers
singularize,Thunderous warhammers,Thunderous warhammer
pluralize,Darklight rifle,Darklight rifles
singularize,Darklight rifles,Darklight rifle
pluralize,Stale baguette,Stale baguettes
singularize,Stale baguettes,Stale baguette
pluralize,Accordion blade,Accordion blades
singularize,Accordion blades,Accordion blade
pluralize,Polka-dotted dart,Polka-dotted darts
singularize,Polka-dotted darts,Polka-dotted dart
pluralize,Unicycle spear,Unicycle spears
singularize,Unicycle spears,Unicycle spear
pluralize,Glitter grenade,Glitter grenades
singularize,Glitter grenades,Glitter grenade
pluralize,Spaghetti nunchucks,Spaghetti nunchucks
singularize,Spaghetti nunchucks,Spaghetti nunchuck
pluralize,Flat tire crossbow,Flat tire crossbows
singularize,Flat tire crossbows,Flat tire crossbow
pluralize,Velvet crowbar,Velvet crowbars
singularize,Velvet crowbars,Velvet crowbar
pluralize,Pineapple launcher,Pineapple launchers
singularize,Pineapple launchers,Pineapple launcher
pluralize,Mudflap axe,Mudflap axes
singularize,Mudflap axes,Mudflap axe
pluralize,Spilled milk mace,Spilled milk maces
singularize,Spilled milk maces,Spilled milk mace
pluralize,Sneeze rifle,Sneeze rifles
singularize,Sneeze rifles,Sneeze rifle
pluralize,Pajama sword,Pajama swords
singularize,Pajama swords,Pajama sword
pluralize,Lemonade cannon,Lemonade cannons
singularize,Lemonade cannons,Lemonade cannon
pluralize,Coffee mug slingshot,Coffee mug slingshots
singularize,Coffee mug slingshots,Coffee mug slingshot
pluralize,Toaster bazooka,Toaster bazookas
singularize,Toaster bazookas,Toaster bazooka
pluralize,Disco ball hammer,Disco ball hammers
singularize,Disco ball hammers,Disco ball hammer
pluralize,Trampoline axe,Trampoline axes
singularize,Trampoline axes,Trampoline axe
pluralize,Marshmallow grenade,Marshmallow grenades
singularize,Marshmallow grenades,Marshmallow grenade
pluralize,Fishnet whip,Fishnet whips
singularize,Fishnet whips,Fishnet whip
pluralize,Cheese wedge boomerang,Cheese wedge boomerangs
singularize,Cheese wedge boomerangs,Cheese wedge boomerang
pluralize,Paperclip crossbow,Paperclip crossbows
singularize,Paperclip crossbows,Paperclip crossbow
pluralize,Sock puppet dagger,Sock puppet daggers
singularize,Sock puppet daggers,Sock puppet dagger
pluralize,Cloud-shaped shield,Cloud-shaped shields
singularize,Cloud-shaped shields,Cloud-shaped shield
pluralize,Spinning top sword,Spinning top swords
singularize,Spinning top swords,Spinning top sword
pluralize,Spilled ink cannon,Spilled ink cannons
singularize,Spilled ink cannons,Spilled ink cannon
pluralize,Rubber chicken sword,Rubber chicken swords
singularize,Rubber chicken swords,Rubber chicken sword
pluralize,Toothbrush flail,Toothbrush flails
singularize,Toothbrush flails,Toothbrush flail
pluralize,Sandwich slingshot,Sandwich slingshots
singularize,Sandwich slingshots,Sandwich slingshot
pluralize,Tinfoil katana,Tinfoil katanas
singularize,Tinfoil katanas,Tinfoil katana
pluralize,Yo-yo axe,Yo-yo axes
singularize,Yo-yo axes,Yo-yo axe
pluralize,Plunger spear,Plunger spears
singularize,Plunger spears,Plunger spear
pluralize,Spatula crossbow,Spatula crossbows
singularize,Spatula crossbows,Spatula crossbow
pluralize,Flip-flop club,Flip-flop clubs
singularize,Flip-flop clubs,Flip-flop club
pluralize,Glue gun,Glue guns
singularize,Glue guns,Glue gun
pluralize,Paper sword,Paper swords
singularize,Paper swords,Paper sword
pluralize,Crayon grenade,Crayon grenades
singularize,Crayon grenades,Crayon grenade
pluralize,Salad tongs bow,Salad tongs bows
singularize,Salad tongs bows,Salad tongs bow
pluralize,Sticky note blade,Sticky note blades
singularize,Sticky note blades,Sticky note blade
pluralize,Marzipan mace,Marzipan maces
singularize,Marzipan maces,Marzipan mace
pluralize,Glass slipper spear,Glass slipper spears
singularize,Glass slipper spears,Glass slipper spear
pluralize,Cardboard sword,Cardboard swords
singularize,Cardboard swords,Cardboard sword
pluralize,Crackerjack rifle,Crackerjack rifles
singularize,Crackerjack rifles,Crackerjack rifle
pluralize,Beanbag grenade,Beanbag grenades
singularize,Beanbag grenades,Beanbag grenade
pluralize,Kitchen sink hammer,Kitchen sink hammers
singularize,Kitchen sink hammers,Kitchen sink hammer
pluralize,Butter knife bow,Butter knife bows
singularize,Butter knife bows,Butter knife bow
pluralize,Chewing gum launcher,Chewing gum launchers
singularize,Chewing gum launchers,Chewing gum launcher
pluralize,Button cannon,Button cannons
singularize,Button cannons,Button cannon
pluralize,Clothespin spear,Clothespin spears
singularize,Clothespin spears,Clothespin spear
pluralize,Chopstick sword,Chopstick swords
singularize,Chopstick swords,Chopstick sword
pluralize,Thimble launcher,Thimble launchers
singularize,Thimble launchers,Thimble launcher
pluralize,Lawnmower axe,Lawnmower axes
singularize,Lawnmower axes,Lawnmower axe
pluralize,Feather blender,Feather blenders
singularize,Feather blenders,Feather blender
pluralize,Lemon wrench,Lemon wrenches
singularize,Lemon wrenches,Lemon wrench
pluralize,Gumdrop spear,Gumdrop spears
singularize,Gumdrop spears,Gumdrop spear
pluralize,Toaster mace,Toaster maces
singularize,Toaster maces,Toaster mace
pluralize,Carpet cannon,Carpet cannons
singularize,Carpet cannons,Carpet cannon
pluralize,Chicken feather boomerang,Chicken feather boomerangs
singularize,Chicken feather boomerangs,Chicken feather boomerang
pluralize,Tin can sword,Tin can swords
singularize,Tin can swords,Tin can sword
pluralize,Cucumber axe,Cucumber axes
singularize,Cucumber axes,Cucumber axe
pluralize,Coffee grinder slingshot,Coffee grinder slingshots
singularize,Coffee grinder slingshots,Coffee grinder slingshot
pluralize,Banana stick,Banana sticks
singularize,Banana sticks,Banana stick
pluralize,Potato cannon,Potato cannons
singularize,Potato cannons,Potato cannon
pluralize,Button sword,Button swords
singularize,Button swords,Button sword
pluralize,Peanut launcher,Peanut launchers
singularize,Peanut launchers,Peanut launcher
pluralize,Plum axe,Plum axes
singularize,Plum axes,Plum axe
pluralize,Mint javelin,Mint javelins
singularize,Mint javelins,Mint javelin
pluralize,Fork grenade,Fork grenades
singularize,Fork grenades,Fork grenade
pluralize,Bubble wrap flail,Bubble wrap flails
singularize,Bubble wrap flails,Bubble wrap flail
pluralize,Clown shoe crossbow,Clown shoe crossbows
singularize,Clown shoe crossbows,Clown shoe crossbow
pluralize,Popcorn launcher,Popcorn launchers
singularize,Popcorn launchers,Popcorn launcher
pluralize,Jellyfish whip,Jellyfish whips
singularize,Jellyfish whips,Jellyfish whip
pluralize,Stapler spear,Stapler spears
singularize,Stapler spears,Stapler spear
pluralize,Tape measure sword,Tape measure swords
singularize,Tape measure swords,Tape measure sword
pluralize,Velcro shield,Velcro shields
singularize,Velcro shields,Velcro shield
pluralize,Lawn chair hammer,Lawn chair hammers
singularize,Lawn chair hammers,Lawn chair hammer
pluralize,Mousetrap katana,Mousetrap katanas
singularize,Mousetrap katanas,Mousetrap katana
pluralize,Pillow cannon,Pillow cannons
singularize,Pillow cannons,Pillow cannon
pluralize,Marshmallow slingshot,Marshmallow slingshots
singularize,Marshmallow slingshots,Marshmallow slingshot
pluralize,Cheese knife,Cheese knives
singularize,Cheese knives,Cheese knife
pluralize,Snail gun,Snail guns
singularize,Snail guns,Snail gun
pluralize,Fishing rod axe,Fishing rod axes
singularize,Fishing rod axes,Fishing rod axe
pluralize,Peach grenade,Peach grenades
singularize,Peach grenades,Peach grenade
pluralize,Shovel bazooka,Shovel bazookas
singularize,Shovel bazookas,Shovel bazooka
pluralize,Tazeover cure,Tazeover cures
singularize,Tazeover cures,Tazeover cure
pluralize,Calculated risk respirator,Calculated risk respirators
singularize,Calculated risk respirators,Calculated risk respirator
pluralize,Sparkle blast bazooka,Sparkle blast bazookas
singularize,Sparkle blast bazookas,Sparkle blast bazooka
pluralize,Glitter slap sword,Glitter slap swords
singularize,Glitter slap swords,Glitter slap sword
pluralize,Hyper moon paddle,Hyper moon paddles
singularize,Hyper moon paddles,Hyper moon paddle
pluralize,Thundershock cracker,Thundershock crackers
singularize,Thundershock crackers,Thundershock cracker
pluralize,Quantum slice bow,Quantum slice bows
singularize,Quantum slice bows,Quantum slice bow
pluralize,Firefly witch lantern,Firefly witch lanterns
singularize,Firefly witch lanterns,Firefly witch lantern
pluralize,Jelly rocket jumper,Jelly rocket jumpers
singularize,Jelly rocket jumpers,Jelly rocket jumper
pluralize,Thunder torch shield,Thunder torch shields
singularize,Thunder torch shields,Thunder torch shield
pluralize,Snappy grin gun,Snappy grin guns
singularize,Snappy grin guns,Snappy grin gun
pluralize,Zephyr crush piston,Zephyr crush pistons
singularize,Zephyr crush pistons,Zephyr crush piston
pluralize,Cloud burst lance,Cloud burst lances
singularize,Cloud burst lances,Cloud burst lance
pluralize,Mirage swing blade,Mirage swing blades
singularize,Mirage swing blades,Mirage swing blade
pluralize,Stormfall rip cannon,Stormfall rip cannons
singularize,Stormfall rip cannons,Stormfall rip cannon
pluralize,Fizz rocket staff,Fizz rocket staffs
singularize,Fizz rocket staffs,Fizz rocket staff
pluralize,Spindle loop grenade,Spindle loop grenades
singularize,Spindle loop grenades,Spindle loop grenade
pluralize,Thunderbolt snipe crossbow,Thunderbolt snipe crossbows
singularize,Thunderbolt snipe crossbows,Thunderbolt snipe crossbow
pluralize,Lava lash whip,Lava lash whips
singularize,Lava lash whips,Lava lash whip
pluralize,Glitter surprise helmet,Glitter surprise helmets
singularize,Glitter surprise helmets,Glitter surprise helmet
pluralize,Frostbite flinger,Frostbite flingers
singularize,Frostbite flingers,Frostbite flinger
pluralize,Hyperlink sword,Hyperlink swords
singularize,Hyperlink swords,Hyperlink sword
pluralize,Seraphic mist orb,Seraphic mist orbs
singularize,Seraphic mist orbs,Seraphic mist orb
pluralize,Sparkle chain whip,Sparkle chain whips
singularize,Sparkle chain whips,Sparkle chain whip
pluralize,Blastwave talisman,Blastwave talismans
singularize,Blastwave talismans,Blastwave talisman
pluralize,Electric froth wand,Electric froth wands
singularize,Electric froth wands,Electric froth wand
pluralize,Fling the future,Flings the future's
singularize,Flings the future's,Flings the future
pluralize,Thunderstrike leaf blower,Thunderstrike leaf blowers
singularize,Thunderstrike leaf blowers,Thunderstrike leaf blower
pluralize,Wobble-bubble bracer,Wobble-bubble bracers
singularize,Wobble-bubble bracers,Wobble-bubble bracer
pluralize,Lunar-surge flamethrower,Lunar-surge flamethrowers
singularize,Lunar-surge flamethrowers,Lunar-surge flamethrower
pluralize,Mystic rubber hammer,Mystic rubber hammers
singularize,Mystic rubber hammers,Mystic rubber hammer
pluralize,Cosmic time stop,Cosmic time stops
singularize,Cosmic time stops,Cosmic time stop
pluralize,Frost-cinder cannon,Frost-cinder cannons
singularize,Frost-cinder cannons,Frost-cinder cannon
pluralize,Flare-burst claws,Flare-burst claws
singularize,Flare-burst claws,Flare-burst claw
pluralize,Turbine chompers,Turbine chomper's
singularize,Turbine chomper's,Turbine chomper
pluralize,Fly the rainbow,Fly the rainbow's
singularize,Fly the rainbow's,Fly the rainbow
pluralize,Shockwave screwdriver,Shockwave screwdrivers
singularize,Shockwave screwdrivers,Shockwave screwdriver
pluralize,Soulsucker gem,Soulsucker gems
singularize,Soulsucker gems,Soulsucker gem
pluralize,Fusion-jolt lantern,Fusion-jolt lanterns
singularize,Fusion-jolt lanterns,Fusion-jolt lantern
pluralize,Neon-flare scythe,Neon-flare scythes
singularize,Neon-flare scythes,Neon-flare scythe
pluralize,Crackle-thunder gauntlet,Crackle-thunder gauntlets
singularize,Crackle-thunder gauntlets,Crackle-thunder gauntlet
pluralize,Starlight slasher,Starlight slashers
singularize,Starlight slashers,Starlight slasher
pluralize,Whirlwind trident,Whirlwind tridents
singularize,Whirlwind tridents,Whirlwind trident
pluralize,Moonfire bangle,Moonfire bangles
singularize,Moonfire bangles,Moonfire bangle
pluralize,Electric strut boots,Electric strut boots
singularize,Electric strut boots,Electric strut boot
pluralize,Chrono-burst sword,Chrono-burst swords
singularize,Chrono-burst swords,Chrono-burst sword
pluralize,Time-shift shield,Time-shift shields
singularize,Time-shift shields,Time-shift shield
pluralize,Explosion dreamcatcher,Explosion dreamcatchers
singularize,Explosion dreamcatchers,Explosion dreamcatcher
pluralize,Frostworn flare,Frostworn flares
singularize,Frostworn flares,Frostworn flare
pluralize,Infinity loop revolver,Infinity loop revolvers
singularize,Infinity loop revolvers,Infinity loop revolver
pluralize,Velocity wave rapier,Velocity wave rapiers
singularize,Velocity wave rapiers,Velocity wave rapier
pluralize,Crimson-tide spear,Crimson-tide spears
singularize,Crimson-tide spears,Crimson-tide spear
pluralize,Dreamlit collar,Dreamlit collars
singularize,Dreamlit collars,Dreamlit collar
pluralize,Mirage pocket dagger,Mirage pocket daggers
singularize,Mirage pocket daggers,Mirage pocket dagger
pluralize,Shockmash hammer,Shockmash hammers
singularize,Shockmash hammers,Shockmash hammer
pluralize,Flashpike whip,Flashpike whips
singularize,Flashpike whips,Flashpike whip
pluralize,Thunderbite grenade,Thunderbite grenades
singularize,Thunderbite grenades,Thunderbite grenade
pluralize,Powerstone spear,Powerstone spears
singularize,Powerstone spears,Powerstone spear
pluralize,Thunder-pulse staff,Thunder-pulse staffs
singularize,Thunder-pulse staffs,Thunder-pulse staff
pluralize,Blastforge claws,Blastforge claws
singularize,Blastforge claws,Blastforge claw
pluralize,Miracle gumdrop,Miracle gumdrops
singularize,Miracle gumdrops,Miracle gumdrop
pluralize,Pixelate wand,Pixelate wands
singularize,Pixelate wands,Pixelate wand
pluralize,Laser-dust scythe,Laser-dust scythes
singularize,Laser-dust scythes,Laser-dust scythe
pluralize,Fluffburst shoes,Fluffburst shoes
singularize,Fluffburst shoes,Fluffburst shoe
pluralize,Glimmerpuff vest,Glimmerpuff vests
singularize,Glimmerpuff vests,Glimmerpuff vest
pluralize,Quantum breezes,Quantum breeze's
